Name,ID,URL
Abhishek Porel,82442,https://www.cricket.com/players/abhishek-porel-82442/recent
Dushmantha Chameera,58065,https://www.cricket.com/players/dushmantha-chameera-58065/recent
Darshan Nalkande,67489,https://www.cricket.com/players/darshan-nalkande-67489/recent
T Natarajan,65160,https://www.cricket.com/players/t-natarajan-65160/recent
Karun Nair,62297,https://www.cricket.com/players/karun-nair-62297/recent
Ajay Mandal,66558,https://www.cricket.com/players/ajay-mandal-66558/recent
Donavon Ferreira,23487,https://www.cricket.com/players/donavon-ferreira-23487/recent
Simarjeet Singh,68237,https://www.cricket.com/players/simarjeet-singh-68237/recent
Nitish Kumar Reddy,74837,https://www.cricket.com/players/nitish-kumar-reddy-74837/recent
Sachin Baby,55316,https://www.cricket.com/players/sachin-baby-55316/recent
Atharva Taide,67910,https://www.cricket.com/players/atharva-taide-67910/recent
Jaydev Unadkat,5448,https://www.cricket.com/players/jaydev-unadkat-5448/recent
Rahul Chahar,66823,https://www.cricket.com/players/rahul-chahar-66823/recent
Zeeshan Ansari,65861,https://www.cricket.com/players/zeeshan-ansari-65861/recent
Ramandeep Singh,66953,https://www.cricket.com/players/ramandeep-singh-66953/recent
Anukul Roy,66983,https://www.cricket.com/players/anukul-roy-66983/recent
Mayank Markande,67126,https://www.cricket.com/players/mayank-markande-67126/recent
Rahmanullah Gurbaz,68027,https://www.cricket.com/players/rahmanullah-gurbaz-68027/recent
Manish Pandey,4276,https://www.cricket.com/players/manish-pandey-4276/recent
Chetan Sakariya,68173,https://www.cricket.com/players/chetan-sakariya-68173/recent
Luvnith Sisodia,69879,https://www.cricket.com/players/luvnith-sisodia-69879/recent
Vyshak Vijay Kumar,67628,https://www.cricket.com/players/vyshak-vijay-kumar-67628/recent
Marco Jansen,69409,https://www.cricket.com/players/marco-jansen-69409/recent
Prabhsimran Singh,70222,https://www.cricket.com/players/prabhsimran-singh-70222/recent
Shashank Singh,63520,https://www.cricket.com/players/shashank-singh-63520/recent
Azmatullah Omarzai,67516,https://www.cricket.com/players/azmatullah-omarzai-67516/recent
Suryansh Shedge,71951,https://www.cricket.com/players/suryansh-shedge-71951/recent
P Avinash,81901,https://www.cricket.com/players/p-avinash-81901/recent
Harpreet Brar,70500,https://www.cricket.com/players/harpreet-brar-70500/recent
Xavier Bartlett,66516,https://www.cricket.com/players/xavier-bartlett-66516/recent
Kuldeep Sen,70402,https://www.cricket.com/players/kuldeep-sen-70402/recent
Yash Thakur,66819,https://www.cricket.com/players/yash-thakur-66819/recent
Pravin Dubey,63550,https://www.cricket.com/players/pravin-dubey-63550/recent
Vishnu Vinod,64783,https://www.cricket.com/players/vishnu-vinod-64783/recent
Nehal Wadhera,69657,https://www.cricket.com/players/nehal-wadhera-69657/recent
Maheesh Theekshana,69274,https://www.cricket.com/players/maheesh-theekshana-69274/recent
Shubham Dubey,83453,https://www.cricket.com/players/shubham-dubey-83453/recent
Tushar Deshpande,65478,https://www.cricket.com/players/tushar-deshpande-65478/recent
Kumar Kartikeya,70191,https://www.cricket.com/players/kumar-kartikeya-70191/recent
Yudhvir Singh,74054,https://www.cricket.com/players/yudhvir-singh-74054/recent
Akash Madhwal,74055,https://www.cricket.com/players/akash-madhwal-74055/recent
Babar Azam,59429,https://www.cricket.com/players/babar-azam-59429/recent
Harry Tector,66085,https://www.cricket.com/players/harry-tector-66085/recent
Charith Asalanka,65038,https://www.cricket.com/players/charith-asalanka-65038/recent
Ibrahim Zadran,67519,https://www.cricket.com/players/ibrahim-zadran-67519/recent
Bernard Scholtz,59032,https://www.cricket.com/players/bernard-scholtz-59032/recent
Mohammad Nabi,7797,https://www.cricket.com/players/mohammad-nabi-7797/recent
Mehidy Hasan Miraz,63875,https://www.cricket.com/players/mehidy-hasan-miraz-63875/recent
Usman Khawaja,10048,https://www.cricket.com/players/usman-khawaja-10048/recent
Nathan Lyon,29679,https://www.cricket.com/players/nathan-lyon-29679/recent
Noman Ali,14291,https://www.cricket.com/players/noman-ali-14291/recent
Jason Holder,10232,https://www.cricket.com/players/jason-holder-10232/recent
Ben Stokes,10130,https://www.cricket.com/players/ben-stokes-10130/recent
Chris Woakes,4321,https://www.cricket.com/players/chris-woakes-4321/recent
Phil Salt,65632,https://www.cricket.com/players/phil-salt-65632/recent
Mohammad Rizwan,20286,https://www.cricket.com/players/mohammad-rizwan-20286/recent
Kusal Perera,11757,https://www.cricket.com/players/kusal-perera-11757/recent
Akeal Hosein,57239,https://www.cricket.com/players/akeal-hosein-57239/recent
Varun Chakaravarthy,67469,https://www.cricket.com/players/varun-chakaravarthy-67469/recent
Dipendra Singh Airee,66061,https://www.cricket.com/players/dipendra-singh-airee-66061/recent
Gerhard Erasmus,57890,https://www.cricket.com/players/gerhard-erasmus-57890/recent
